question,answer
난장판 되는데 그게 개꿀잼인 겜 뭐 없냐 진짜,"Trash Sailors은(는) PC, PS4, Xbox One, Switch에서 즐길 수 있는 협동 액션 생존 게임입니다. 2022년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '카툰 스타일 그래픽과 좌충우돌 협동 플레이가 즐겁다'고 평가받았습니다. 추천 이유: 친구들과 즐기기 좋은 유쾌한 멀티플레이 생존 게임입니다."
멀티로 아웅다웅 하면서 겨우겨우 버티는 생존겜 뭐 추천함,"Trash Sailors은(는) PC, PS4, Xbox One, Switch에서 즐길 수 있는 협동 액션 생존 게임입니다. 2023년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '카툰 스타일 그래픽과 좌충우돌 협동 플레이가 즐겁다'고 평가받았습니다. 추천 이유: 친구들과 즐기기 좋은 유쾌한 멀티플레이 생존 게임입니다."
막 서로 비명지르면서 조종 개판나는 겜 또 없냐,"Trash Sailors은(는) PC, PS4, Xbox One, Switch에서 즐길 수 있는 협동 액션 생존 게임입니다. 2024년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '카툰 스타일 그래픽과 좌충우돌 협동 플레이가 즐겁다'고 평가받았습니다. 추천 이유: 친구들과 즐기기 좋은 유쾌한 멀티플레이 생존 게임입니다."
카툰풍에 개판 오분전 스타일인데 웃긴 겜 뭐 있음?,"Trash Sailors은(는) PC, PS4, Xbox One, Switch에서 즐길 수 있는 협동 액션 생존 게임입니다. 2025년에 출시되었으며, 스팀 평가는 '대체로 긍정적'입니다. 리뷰에서는 '카툰 스타일 그래픽과 좌충우돌 협동 플레이가 즐겁다'고 평가받았습니다. 추천 이유: 친구들과 즐기기 좋은 유쾌한 멀티플레이 생존 게임입니다."
탄 쏘는 맛 미친 FPS인데 거기다 초능력까지 박힌 거 뭐 없냐,"Trepang2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 슈퍼파워 FPS 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 81이며, 리뷰에서는 ""Fast-paced carnage with supernatural flair."" 라고 평가받았습니다. 추천 이유: 타임슬로우 능력을 활용한 압도적 액션 FPS입니다."
시간 멈추고 총질하는데 속도감까지 개지리는 겜 또 뭐 있음,"Trepang2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 슈퍼파워 FPS 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 82이며, 리뷰에서는 ""Fast-paced carnage with supernatural flair."" 라고 평가받았습니다. 추천 이유: 타임슬로우 능력을 활용한 압도적 액션 FPS입니다."
쏘는 게 아니라 그냥 조지는 느낌 나는 슈터 뭐 있냐,"Trepang2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 슈퍼파워 FPS 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 83이며, 리뷰에서는 ""Fast-paced carnage with supernatural flair."" 라고 평가받았습니다. 추천 이유: 타임슬로우 능력을 활용한 압도적 액션 FPS입니다."
피튀기고 속도감 넘치는데 중간에 초인력까지 섞인 겜 뭐 추천해봐,"Trepang2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 슈퍼파워 FPS 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Fast-paced carnage with supernatural flair."" 라고 평가받았습니다. 추천 이유: 타임슬로우 능력을 활용한 압도적 액션 FPS입니다."
슈퍼핫이나 FEAR 생각나는 그 느낌 요즘 겜 중에 또 뭐 있음?,"Trepang2은(는) PC, PS5, Xbox Series X/S 플랫폼에서 플레이할 수 있는 슈퍼파워 FPS 액션 장르의 게임으로, 2023년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Fast-paced carnage with supernatural flair."" 라고 평가받았습니다. 추천 이유: 타임슬로우 능력을 활용한 압도적 액션 FPS입니다."
뭔지도 모르겠는데 자꾸 탐색하게 되는 액션 어드벤처 뭐 있냐,"Tunic은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 미스터리 액션 어드벤처 장르의 게임으로, 2022년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Challenging puzzles and combat wrapped in a mysterious world."" 라고 평가받았습니다. 추천 이유: 작은 여우의 모험을 통해 퍼즐과 비밀을 탐색하는 즐거움을 줍니다."
퍼즐도 은근 어려운데 전체 분위기 존나 미스테리한 그런 겜 또 추천해봐,"Tunic은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 미스터리 액션 어드벤처 장르의 게임으로, 2022년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Challenging puzzles and combat wrapped in a mysterious world."" 라고 평가받았습니다. 추천 이유: 작은 여우의 모험을 통해 퍼즐과 비밀을 탐색하는 즐거움을 줍니다."
조작은 귀여운데 생각보다 쌘 전투랑 수수께끼 얽혀있는 거 뭐 있음,"Tunic은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 미스터리 액션 어드벤처 장르의 게임으로, 2022년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Challenging puzzles and combat wrapped in a mysterious world."" 라고 평가받았습니다. 추천 이유: 작은 여우의 모험을 통해 퍼즐과 비밀을 탐색하는 즐거움을 줍니다."
뭔가 설명 안 해주고 혼자 눈치껏 깨달아야 되는 겜 뭐 없냐,"Tunic은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 미스터리 액션 어드벤처 장르의 게임으로, 2022년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Challenging puzzles and combat wrapped in a mysterious world."" 라고 평가받았습니다. 추천 이유: 작은 여우의 모험을 통해 퍼즐과 비밀을 탐색하는 즐거움을 줍니다."
그래픽 아기자기한데 머리랑 손 존나 바빠지는 겜 또 뭐 있어?,"Tunic은(는) PC, Switch, PS4/5, Xbox 플랫폼에서 플레이할 수 있는 미스터리 액션 어드벤처 장르의 게임으로, 2022년에 출시되었습니다. 평점은 메타크리틱 89이며, 리뷰에서는 ""Challenging puzzles and combat wrapped in a mysterious world."" 라고 평가받았습니다. 추천 이유: 작은 여우의 모험을 통해 퍼즐과 비밀을 탐색하는 즐거움을 줍니다."
8비트 감성 쩌는 고전풍 미니게임 잔뜩 들어있는 겜 뭐 있음?,"UFO 50은(는) PC에서 플레이할 수 있는 플랫폼·슈팅·퍼즐 장르의 컬렉션 게임입니다. 2024년에 출시되었으며, 평점은 메타크리틱 92점입니다. 리뷰에서는 '다양한 8‑비트 스타일의 미니게임 모음'이라고 평가받았습니다. 추천 이유: 레트로 감성과 다양한 장르를 한 번에 즐기기 좋습니다."
그냥 틀자마자 바로 하는 게임인데 종류 겁나 많은 거 추천좀,"UFO 50은(는) PC에서 플레이할 수 있는 플랫폼·슈팅·퍼즐 장르의 컬렉션 게임입니다. 2024년에 출시되었으며, 평점은 메타크리틱 92점입니다. 리뷰에서는 '다양한 9‑비트 스타일의 미니게임 모음'이라고 평가받았습니다. 추천 이유: 레트로 감성과 다양한 장르를 한 번에 즐기기 좋습니다."
슈팅도 있고 퍼즐도 있고 액션도 섞인 옛날 느낌 게임 모음 뭐 없냐,"UFO 50은(는) PC에서 플레이할 수 있는 플랫폼·슈팅·퍼즐 장르의 컬렉션 게임입니다. 2024년에 출시되었으며, 평점은 메타크리틱 92점입니다. 리뷰에서는 '다양한 10‑비트 스타일의 미니게임 모음'이라고 평가받았습니다. 추천 이유: 레트로 감성과 다양한 장르를 한 번에 즐기기 좋습니다."
고전겜인데 디테일 쩔고 장르 막 뒤섞인 그런 거 뭐 있음,"UFO 50은(는) PC에서 플레이할 수 있는 플랫폼·슈팅·퍼즐 장르의 컬렉션 게임입니다. 2024년에 출시되었으며, 평점은 메타크리틱 92점입니다. 리뷰에서는 '다양한 11‑비트 스타일의 미니게임 모음'이라고 평가받았습니다. 추천 이유: 레트로 감성과 다양한 장르를 한 번에 즐기기 좋습니다."
메탈슬러그 감성이랑 버블보블 느낌 동시에 오는 미친 겜 없냐?,"UFO 50은(는) PC에서 플레이할 수 있는 플랫폼·슈팅·퍼즐 장르의 컬렉션 게임입니다. 2024년에 출시되었으며, 평점은 메타크리틱 92점입니다. 리뷰에서는 '다양한 12‑비트 스타일의 미니게임 모음'이라고 평가받았습니다. 추천 이유: 레트로 감성과 다양한 장르를 한 번에 즐기기 좋습니다."
색감 겁나 쨍한데 내용은 묘하게 철학적인 그런 겜 뭐 있냐,"Ultros은(는) PC, PS4/5 플랫폼에서 플레이할 수 있는 사이키델릭 메트로베니아 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Color-drenched visuals with meaningful exploration."" 라고 평가받았습니다. 추천 이유: 환각적 미학과 반복 플레이가 조화를 이루는 예술적 게임입니다."
화면은 존나 화려한데 진행은 되게 묵직하게 때리는 메트로베니아 뭐 있음,"Ultros은(는) PC, PS4/5 플랫폼에서 플레이할 수 있는 사이키델릭 메트로베니아 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Color-drenched visuals with meaningful exploration."" 라고 평가받았습니다. 추천 이유: 환각적 미학과 반복 플레이가 조화를 이루는 예술적 게임입니다."
뭔가 쳐다보는 것만으로 정신 살짝 나가는 겜 또 없냐,"Ultros은(는) PC, PS4/5 플랫폼에서 플레이할 수 있는 사이키델릭 메트로베니아 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Color-drenched visuals with meaningful exploration."" 라고 평가받았습니다. 추천 이유: 환각적 미학과 반복 플레이가 조화를 이루는 예술적 게임입니다."
탐험하고 전투하는데 도트도 아니고 리얼도 아닌 중간 어딘가 느낌 겜 뭐 추천해봐,"Ultros은(는) PC, PS4/5 플랫폼에서 플레이할 수 있는 사이키델릭 메트로베니아 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Color-drenched visuals with meaningful exploration."" 라고 평가받았습니다. 추천 이유: 환각적 미학과 반복 플레이가 조화를 이루는 예술적 게임입니다."
스토리 이해는 잘 안 되는데 계속 손은 가게 만드는 예술겜 뭐 있냐,"Ultros은(는) PC, PS4/5 플랫폼에서 플레이할 수 있는 사이키델릭 메트로베니아 장르의 게임으로, 2024년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Color-drenched visuals with meaningful exploration."" 라고 평가받았습니다. 추천 이유: 환각적 미학과 반복 플레이가 조화를 이루는 예술적 게임입니다."
그냥 박스 정리하는 건데 감정 존나 묻어나는 퍼즐 겜 뭐 있음?,"Unpacking은(는) PC, Switch, PS4/5, Xbox, Mobile 플랫폼에서 플레이할 수 있는 무언 내러티브 퍼즐 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 84이며, 리뷰에서는 ""Storytelling through moving boxes and memories."" 라고 평가받았습니다. 추천 이유: 짐 정리를 통해 인생의 변화와 감정을 전하는 독특한 작품입니다."
말 한마디도 안 하는데 인생 이야기 다 들리는 그런 겜 뭐 없냐,"Unpacking은(는) PC, Switch, PS4/5, Xbox, Mobile 플랫폼에서 플레이할 수 있는 무언 내러티브 퍼즐 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 85이며, 리뷰에서는 ""Storytelling through moving boxes and memories."" 라고 평가받았습니다. 추천 이유: 짐 정리를 통해 인생의 변화와 감정을 전하는 독특한 작품입니다."
짐 하나하나 풀면서 시간 흐르는 느낌 나는 게임 뭐 추천 좀,"Unpacking은(는) PC, Switch, PS4/5, Xbox, Mobile 플랫폼에서 플레이할 수 있는 무언 내러티브 퍼즐 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 86이며, 리뷰에서는 ""Storytelling through moving boxes and memories."" 라고 평가받았습니다. 추천 이유: 짐 정리를 통해 인생의 변화와 감정을 전하는 독특한 작품입니다."
비주얼은 단순한데 플레이할수록 여운 쌓이는 겜 뭐 있음?,"Unpacking은(는) PC, Switch, PS4/5, Xbox, Mobile 플랫폼에서 플레이할 수 있는 무언 내러티브 퍼즐 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 87이며, 리뷰에서는 ""Storytelling through moving boxes and memories."" 라고 평가받았습니다. 추천 이유: 짐 정리를 통해 인생의 변화와 감정을 전하는 독특한 작품입니다."
이사하면서 스토리 따라가는 식으로 진행되는 퍼즐류 또 없냐?,"Unpacking은(는) PC, Switch, PS4/5, Xbox, Mobile 플랫폼에서 플레이할 수 있는 무언 내러티브 퍼즐 장르의 게임으로, 2021년에 출시되었습니다. 평점은 메타크리틱 88이며, 리뷰에서는 ""Storytelling through moving boxes and memories."" 라고 평가받았습니다. 추천 이유: 짐 정리를 통해 인생의 변화와 감정을 전하는 독특한 작품입니다."
바이킹 테마에 협동까지 쩔게 붙은 생존겜 뭐 있냐 요즘,"Valheim (2021) 는 PC, Xbox 플랫폼의 생존 오픈월드 게임입니다. 2021년 얼리 액세스로 나왔고 Steam ‘압도적으로 긍정적’ 평가를 받았습니다. “협동 탐험과 생존 조합이 완벽하다”는 평가가 있습니다. 추천 이유: 바이킹 배경의 협동 서바이벌 게임을 좋아하신다면 최적입니다."
탐험하고 건축하고 전투까지 들어간 오픈월드 생존 겜 뭐 추천해봐,"Valheim (2021) 는 PC, Xbox 플랫폼의 생존 오픈월드 게임입니다. 2022년 얼리 액세스로 나왔고 Steam ‘압도적으로 긍정적’ 평가를 받았습니다. “협동 탐험과 생존 조합이 완벽하다”는 평가가 있습니다. 추천 이유: 바이킹 배경의 협동 서바이벌 게임을 좋아하신다면 최적입니다."
